texto_tweet,texto_procesado,Mencion_Gobierno,Sentimiento
@AndreaRojasOli1 @CajaLosAndes @SUSESOChile Escribe al correo administrador.virtual@cajalosandes.cl,   escribe al correo administrador.virtual@cajalosandes.cl,No,Muy negativo
@CajaLosAndes Nocesito respuesta sobre documentos de gastos medicos presentados ya hace tiempo y no hay respuesta., nocesito respuesta sobre documentos de gastos medicos presentados ya hace tiempo y no hay respuesta.,No,Muy negativo
"@CajaLosAndes @carlitostado80 Son mala onda weones, la mamá le da permiso para salir y ustedes le cagan el panorama. Malditos sin corazón.","  son mala onda weones, la mamá le da permiso para salir y ustedes le cagan el panorama. malditos sin corazón.",No,Muy negativo
RT @Rgalindo38: @CajaLosAndes nuevamente no me dan solución cuando yo tuve una morosidad con ustedes me acosaron las 24 horas con llamadas…,   nuevamente no me dan solución cuando yo tuve una morosidad con ustedes me acosaron las 24 horas con llamadas…,No,Muy negativo
@vasquezdaniela @CajaLosAndes Ojo que ayer ingresé a la página pa ver cómo sería el tema y decía que HOY A LAS 10:00 ESTARÍAN DISPONIBLES LOS CUPONES. Entré a las 9:30 y ya no quedaban,  ojo que ayer ingresé a la página pa ver cómo sería el tema y decía que hoy a las 10:00 estarían disponibles los cupones. entré a las 9:30 y ya no quedaban,No,Muy negativo
"@CajaLosAndes canales de contacto que no atienden,se supone que el pago está listo y lacfecha probable era el 01-06-22, pero a la recha no está depositado,por tanto,necesito saber qué ha pasado y cuándo estará el depósito entonces.Gracias"," canales de contacto que no atienden,se supone que el pago está listo y lacfecha probable era el 01-06-22, pero a la recha no está depositado,por tanto,necesito saber qué ha pasado y cuándo estará el depósito entonces.gracias",No,Muy negativo
@CajaLosAndes necesito ayuda urgente y no contestan el call center. Todo el día perdido, necesito ayuda urgente y no contestan el call center. todo el día perdido,No,Muy negativo
"@CajaLosAndes Buenas! tuve problemas con el beneficio en red salud, me gustaría saber cómo activarlo"," buenas! tuve problemas con el beneficio en red salud, me gustaría saber cómo activarlo",No,Positivo
@CajaLosAndes Mi cédula es 9904275-3 y mi correo electrónico es eduarbascu@gmail.com, mi cédula es 9904275-3 y mi correo electrónico es eduarbascu@gmail.com,No,Muy positivo
@Cristia68954909 @TamaraCasado_V @CajaLosAndes Viejo bájate del pony un pensamiento bien pobre el tuyo.,   viejo bájate del pony un pensamiento bien pobre el tuyo.,No,Negativo
.@CajaLosAndes consulta por que no responden el canal de whatSApp ? intento que me respondan nadie constesta,.@cajalosandes consulta por que no responden el canal de whatsapp ? intento que me respondan nadie constesta,No,Muy negativo
"@CajaLosAndes estoy a la espera de acreditación de carga para un recién nacido, llevo 5 días esperando ...Favor contactar a la brevedad , les dejé la información por mensaje interno .."," estoy a la espera de acreditación de carga para un recién nacido, llevo 5 días esperando ...favor contactar a la brevedad , les dejé la información por mensaje interno ..",No,Neutral
"@CajaLosAndes Hola,  necesito asistencia"," hola,  necesito asistencia",No,Neutral
"Por alguna red social contestarán de @CajaLosAndes 🤦‍♂️, para ofrecer crédito llegan a volar😡","por alguna red social contestarán de  🤦‍♂️, para ofrecer crédito llegan a volar😡",No,Muy negativo
"@Enanomaldito88 @AyudaFONASA @Fonasa @CajaLosAndes Estoy esperando pero yo ire a dejar la caga a @CajaLosAndes 
Si los camioneros pararon una ciudad, yo podre parar sus actividades...
Sinvergüenzas CSM, tan ladrones como las #Afp","    estoy esperando pero yo ire a dejar la caga a   si los camioneros pararon una ciudad, yo podre parar sus actividades... sinvergüenzas csm, tan ladrones como las #afp",No,Negativo
@CajaLosAndes  por qué al entrar en app aparezco como no Afiliada si no me he cambiado de trabajo...,  por qué al entrar en app aparezco como no afiliada si no me he cambiado de trabajo...,No,Muy negativo
"@CajaLosAndes por qué tiene mis datos si no estoy afiliada a esa caja, cómo se corrige esa información? No estoy afiliada a ninguna caja, urgente véanlo por favor."," por qué tiene mis datos si no estoy afiliada a esa caja, cómo se corrige esa información? no estoy afiliada a ninguna caja, urgente véanlo por favor.",No,Muy negativo
"@CajaLosAndes abúrranse de llamar, 10 llamadas en tres días es mucho cuando nada me une a ustedes!!!"," abúrranse de llamar, 10 llamadas en tres días es mucho cuando nada me une a ustedes!!!",No,Muy negativo
"@CajaLosAndes hola, compramos el SOAP desde su página y ahora no aparece la póliza en la web, ni ha llegado al correo! Ahora que hago?? No hay call center habilitado hoy!! Mala idea de comprarlo con ustedes!"," hola, compramos el soap desde su página y ahora no aparece la póliza en la web, ni ha llegado al correo! ahora que hago?? no hay call center habilitado hoy!! mala idea de comprarlo con ustedes!",No,Muy negativo
"@CanalSurPatagon Me gusta y lo uso! De hecho acá la empresa que los vende hace el descuento solo por comprar #GasGasco 👏👏

No es como el descuento chanta de @CajaLosAndes que hay que identificarse hasta con el carnet del perro para que te hagan 1500 de dcto 🙄😑", me gusta y lo uso! de hecho acá la empresa que los vende hace el descuento solo por comprar #gasgasco 👏👏  no es como el descuento chanta de  que hay que identificarse hasta con el carnet del perro para que te hagan 1500 de dcto 🙄😑,No,Positivo
"RT @MintrabChile: 👉 La ministra @jeannette_jara le entrega el #Sello40Horas a @CajaLosAndes, acreditando así que más del 80% de los trabaja…",  👉 la ministra  le entrega el #sello40horas a  acreditando así que más del 80% de los trabaja…,Si,Muy negativo
"RT @Mabelinda: Les pido apoyo al proyecto de mi esposo 🙌🙏. Se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…","  les pido apoyo al proyecto de mi esposo 🙌🙏. se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…",No,Neutral
"@CajaLosAndes Hola, hay alguna ayuda económica para los afiliados cuando fallece tu madre.????"," hola, hay alguna ayuda económica para los afiliados cuando fallece tu madre.????",No,Muy negativo
"@CajaLosAndes esperando 10 minutos en call center y cortan, qué onda su atención ?"," esperando 10 minutos en call center y cortan, qué onda su atención ?",No,Muy negativo
@CajaLosAndes llevo pidiendo casi un mes la carpeta con los formularios de afiliacion para una empresa... he ingresado 3 solicitudes y aun nada., llevo pidiendo casi un mes la carpeta con los formularios de afiliacion para una empresa... he ingresado 3 solicitudes y aun nada.,No,Muy negativo
"@jeannette_jara @camila_vallejo @CajaLosAndes @FirstJobLatam @Detacoop Izkia, Jara, Vallejos ... la santísima trinidad que cuida al profeta Boric. (La Irina lo cuida en su regazo con propiedad). No me retéis, pero ya se irán incorporando más mujeres a este Limbo Terrenal de Chile.","     izkia, jara, vallejos ... la santísima trinidad que cuida al profeta boric. (la irina lo cuida en su regazo con propiedad). no me retéis, pero ya se irán incorporando más mujeres a este limbo terrenal de chile.",No,Muy positivo
"Conozco a alguien que lleva meses esperando pago de licencia covid en @CajaLosAndes todo aprobado en el compin y ellos no sueltan las lucas que le corresponden al trabajador.
Cientos de reclamos y aun no dan solucion!
INSOLITO @GobiernodeChile @ministeriosalud @SeremiSaludRM",conozco a alguien que lleva meses esperando pago de licencia covid en  todo aprobado en el compin y ellos no sueltan las lucas que le corresponden al trabajador. cientos de reclamos y aun no dan solucion! insolito   ,Si,Muy positivo
@CajaLosAndes Como si funcionará la app po ni un brillo, como si funcionará la app po ni un brillo,No,Neutral
"@CajaLosAndes holaa! Se aprobó una licencia médica, pero me piden documentos como liquidaciones para finalizar el trámite. ¿Qué hago si trabajo con boletas de honorarios?"," holaa! se aprobó una licencia médica, pero me piden documentos como liquidaciones para finalizar el trámite. ¿qué hago si trabajo con boletas de honorarios?",No,Muy negativo
"@CajaLosAndes ¡hola! intente recuperar mi clave para ingresar a la cuenta, pero el numero y correo que están asociados, son erróneos, como podría modificarlos?"," ¡hola! intente recuperar mi clave para ingresar a la cuenta, pero el numero y correo que están asociados, son erróneos, como podría modificarlos?",No,Muy negativo
"@CajaLosAndes Gracias ,la empresa le dice que ustedes han demorado la filiación de sus trabajadores 🤣"," gracias ,la empresa le dice que ustedes han demorado la filiación de sus trabajadores 🤣",No,Muy negativo
"@CajaLosAndes  hola, desde el día lunes he tratado de comunicarme via telefónica y me dejan esperando demasiado.. hay algún problema en la atención???","  hola, desde el día lunes he tratado de comunicarme via telefónica y me dejan esperando demasiado.. hay algún problema en la atención???",No,Negativo
@cajalosandes buenas tardes...mi hija es estudiante universitaria..necesito acreditar su situación como carga..que documentos debo presentar..??? Ahora es presencial..???, buenas tardes...mi hija es estudiante universitaria..necesito acreditar su situación como carga..que documentos debo presentar..??? ahora es presencial..???,No,Neutral
"@CajaLosAndes caja los andes necesito que pague mi licencia medica, llevo días esperando respuesta"," caja los andes necesito que pague mi licencia medica, llevo días esperando respuesta",No,Muy negativo
"RT @valdivia_viktor: @Cristin28969576 Envíe una carta a
@CajaLosAndes con copia a
@Contraloriacl       
Y a los medios de comunicación",   envíe una carta a  con copia a         y a los medios de comunicación,No,Muy positivo
"@CajaLosAndes @Rodry_alonso Buenas tardes 
Llevo tres meses esperando el.pago de licencias médicas por parte de ustedes analizan mil veces lo mismo y cero respuesta estan las tres autorizadas por compin por ende la inoperancia es de gestión de pagos de la caja",  buenas tardes  llevo tres meses esperando el.pago de licencias médicas por parte de ustedes analizan mil veces lo mismo y cero respuesta estan las tres autorizadas por compin por ende la inoperancia es de gestión de pagos de la caja,No,Muy negativo
"@CajaLosAndes hola amigos
Tengo una peticion que hacerles
Desde hace un tiempo estan llamando por telefono a mi papa,pero para hablar con otra persona
Han sido demaciado insistentes
Desde las 9 hasra las8 de la tarde"," hola amigos tengo una peticion que hacerles desde hace un tiempo estan llamando por telefono a mi papa,pero para hablar con otra persona han sido demaciado insistentes desde las 9 hasra las8 de la tarde",No,Muy negativo
@CajaLosAndes Rut. 9014767-6. Correo: mreyess1964@gmail.com y cel. 995562601, rut. 9014767-6. correo: mreyess1964@gmail.com y cel. 995562601,No,Muy negativo
"@CajaLosAndes todo el día sin poder acceder a la sucursal virtual.
Hay tiempo de respuesta de la página?", todo el día sin poder acceder a la sucursal virtual. hay tiempo de respuesta de la página?,No,Muy negativo
"@CajaLosAndes inútil el servicio call center y wsp que tienen.
Llevo casi un mes esperando respuesta de un crédito pre aprobado, con toda la documentación enviada. Llamo y nadie sabe nada y en la web cero info del trámite."," inútil el servicio call center y wsp que tienen. llevo casi un mes esperando respuesta de un crédito pre aprobado, con toda la documentación enviada. llamo y nadie sabe nada y en la web cero info del trámite.",No,Muy negativo
@CajaLosAndes hola me ayudan con un cupón para cinehoyts no es posible generar por la pagina y el correo enviado rebota https://t.co/Ibjgo4wjHU, hola me ayudan con un cupón para cinehoyts no es posible generar por la pagina y el correo enviado rebota ,No,Muy negativo
"RT @grotetigre: Por alguna red social contestarán de @CajaLosAndes 🤦‍♂️, para ofrecer crédito llegan a volar😡","  por alguna red social contestarán de  🤦‍♂️, para ofrecer crédito llegan a volar😡",No,Muy negativo
"RT @Francisco_Saez: Señores @CajaLosAndes, llevo más de 7 días hábiles esperando la extinción de las cargas sin éxito y la una solución es…",  señores  llevo más de 7 días hábiles esperando la extinción de las cargas sin éxito y la una solución es…,No,Muy positivo
"@CajaLosAndes tienen algún número de urgencia para comunicarse con un ser humano? Ya que sus grabadoras no me solucionan nada.
Saludos.", tienen algún número de urgencia para comunicarse con un ser humano? ya que sus grabadoras no me solucionan nada. saludos.,No,Negativo
@CajaLosAndes @InterBoson Y si responden dudas de antes? 🙃 Un día esperando que me ayuden con un problema,  y si responden dudas de antes? 🙃 un día esperando que me ayuden con un problema,No,Negativo
@CajaLosAndes como puedo ver si tengo algun beneficio por cesantia??, como puedo ver si tengo algun beneficio por cesantia??,No,Muy negativo
@CajaLosAndes Sigo pensando lo mismo de uds porque nos descuentan mucho y las trabajadoras que cumplen 60 años no tienen posibilidad de un crédito según por ser adulto mayor, sigo pensando lo mismo de uds porque nos descuentan mucho y las trabajadoras que cumplen 60 años no tienen posibilidad de un crédito según por ser adulto mayor,No,Negativo
@CajaLosAndes por que no hacen el proceso de acreditación de carga igual de expedito que el de extinción! o por que no mejor aun... por que no asocian la empresa de la carga al mismo del afiliado!! creo que es una ridicules tener que hacer todo ese proceo para cambiar la carga!, por que no hacen el proceso de acreditación de carga igual de expedito que el de extinción! o por que no mejor aun... por que no asocian la empresa de la carga al mismo del afiliado!! creo que es una ridicules tener que hacer todo ese proceo para cambiar la carga!,No,Muy negativo
Busco colaboración o donaciones para actividad de promoción para el día del adulto mayor que celebraremos el día 12 de OCT. Cesfam Quinta Bella. Recoleta @NestleCL @ccu_cl @Eucerin @cerave @Soprole @SurlatChile @LIDERcl @Unimarc @ColgateLatam @CajaLosAndes @cajalosheroes,busco colaboración o donaciones para actividad de promoción para el día del adulto mayor que celebraremos el día 12 de oct. cesfam quinta bella. recoleta           ,No,Positivo
@TamaraCasado_V @CajaLosAndes Ssshhiiii na que ver 🤮,  ssshhiiii na que ver 🤮,No,Muy positivo
"RT @reloaled: Compin aprueba licencia medica  @CajaLosAndes me pide q suba certificado de afp y fonasa, envían un correo diciendo: ""le resp…","  compin aprueba licencia medica   me pide q suba certificado de afp y fonasa, envían un correo diciendo: ""le resp…",No,Muy negativo
"@FrangoAndrea @CajaLosAndes Hola @FrangoAndrea  lamentamos lo que nos cuenta. Por favor, envíenos por DM/inbox sus datos (nombre, Rut, correo electrónico y teléfono) para que podamos ayudarle Quedamos a la espera.","  hola   lamentamos lo que nos cuenta. por favor, envíenos por dm/inbox sus datos (nombre, rut, correo electrónico y teléfono) para que podamos ayudarle quedamos a la espera.",No,Muy negativo
"@kscelisk_celis @CajaLosAndes Hola @kscelisk_celis lamentamos lo que nos cuenta. Por favor, envíenos por DM/inbox sus datos (nombre, Rut, correo electrónico y teléfono) para que podamos ayudarle Quedamos a la espera","  hola  lamentamos lo que nos cuenta. por favor, envíenos por dm/inbox sus datos (nombre, rut, correo electrónico y teléfono) para que podamos ayudarle quedamos a la espera",No,Muy negativo
"@ivanbelmarM1 @CajaLosAndes Hola @ivanbelmarM1 lamentamos lo que nos cuenta. Por favor, envíenos por DM/inbox sus datos (nombre, Rut, correo electrónico y teléfono) para que podamos ayudarle Quedamos a la espera.","  hola  lamentamos lo que nos cuenta. por favor, envíenos por dm/inbox sus datos (nombre, rut, correo electrónico y teléfono) para que podamos ayudarle quedamos a la espera.",No,Muy negativo
"Hola @CajaLosAndes es tercera vez que les escribo solicitando un certificado de afiliación. Desde su página web no se descarga el archivo. Intente desde PC y celular. Lo necesito urgente, ya les mandé un dm con la foto de mi cédula tal cual me pidieron.","hola  es tercera vez que les escribo solicitando un certificado de afiliación. desde su página web no se descarga el archivo. intente desde pc y celular. lo necesito urgente, ya les mandé un dm con la foto de mi cédula tal cual me pidieron.",No,Muy negativo
Hola @CajaLosAndes les mandé un dm con mi carnet por ambos lados porque necesito URGENTE un cert de afiliación que en su página no se descarga. Ayuda por favor,hola  les mandé un dm con mi carnet por ambos lados porque necesito urgente un cert de afiliación que en su página no se descarga. ayuda por favor,No,Muy negativo
@CajaLosAndes Y así vamos repitiendo sus mensajes y solicitudes…necesito mi descuento para utilizar y ya cumpliremos un mes pidiéndome lo mismo…el mensaje que pides por interno ya fue enviado con todos los datos que necesites utilízalo para dar solución URGENTE!!!, y así vamos repitiendo sus mensajes y solicitudes…necesito mi descuento para utilizar y ya cumpliremos un mes pidiéndome lo mismo…el mensaje que pides por interno ya fue enviado con todos los datos que necesites utilízalo para dar solución urgente!!!,No,Muy negativo
"@CajaLosAndes buenas tarde, para hacer el trámite de sacar una carga , para que obtenga beneficios de su empresa donde entro a trabajar , se les agradecería una orientación!!"," buenas tarde, para hacer el trámite de sacar una carga , para que obtenga beneficios de su empresa donde entro a trabajar , se les agradecería una orientación!!",No,Positivo
@CajaLosAndes Cero brillo la atencion de caja los@andes, cero brillo la atencion de caja los@andes,No,Muy negativo
"@Starsep17 @CajaLosAndes Si, ya me respondieron. Deberías contactarte con la ejecutiva que te pidió los datos por correo","  si, ya me respondieron. deberías contactarte con la ejecutiva que te pidió los datos por correo",No,Muy negativo
@CajaLosAndes Estan atendiendo?? Desde ayer esperando https://t.co/tu11ezllfM, estan atendiendo?? desde ayer esperando ,No,Muy positivo
RT @Marceloleiva: @camila_vallejo @izkia @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Sexto Retiro Urgente 🏳️‍🌈,        sexto retiro urgente 🏳️‍🌈,No,Muy positivo
@CajaLosAndes Listo, listo,No,Positivo
@CajaLosAndes amigos necesito hacerles una consulta urgente, amigos necesito hacerles una consulta urgente,No,Positivo
@CajaLosAndes sigo esperando que respondan y no pasa nada….están trabajando o no?? https://t.co/GtZHSKn41n, sigo esperando que respondan y no pasa nada….están trabajando o no?? ,No,Muy negativo
"Ayuda... @CajaLosAndes Trato de usar la APP para obtener el cupón del Cine.... y cada vez que lo intento la APP se cierra...
Dónde está el problema...",ayuda...  trato de usar la app para obtener el cupón del cine.... y cada vez que lo intento la app se cierra... dónde está el problema...,No,Negativo
"@CajaLosAndes que pasa con el call center? Más de 10 minutos esperando que me atienda un ejecutivo, pésimo servicio"," que pasa con el call center? más de 10 minutos esperando que me atienda un ejecutivo, pésimo servicio",No,Muy negativo
"@CajaLosAndes Buenos dias ejecutivas de caja  los andes soy socio quiero hacer una critica como es posible si esta empresa se actualiza y se ponia al dia en todo lo que es facilitar a sus socios una buena atencion por estos diversos canales pedi un ""PREPAGO"" todavia no tengo respuesta .."," buenos dias ejecutivas de caja  los andes soy socio quiero hacer una critica como es posible si esta empresa se actualiza y se ponia al dia en todo lo que es facilitar a sus socios una buena atencion por estos diversos canales pedi un ""prepago"" todavia no tengo respuesta ..",No,Muy negativo
Sucursal Caja Los Andes Barros Arana en #Concepción pésima atencion más 1 hora esperando que me atiendan en la lluvia no será mucho Sres @CajaLosAndes @biobio @SERNAC,sucursal caja los andes barros arana en #concepción pésima atencion más 1 hora esperando que me atiendan en la lluvia no será mucho sres   ,No,Muy negativo
"@CajaLosAndes Llevo una semana esperando respuesta de todas las áreas y nadie contesta, les dejo mensajes internos y nada"," llevo una semana esperando respuesta de todas las áreas y nadie contesta, les dejo mensajes internos y nada",No,Muy negativo
@CajaLosAndes Que difícil completar el formulario de asignación familiar. Poco claro. Los espacios son increíblemente pequeños. Me sorprende mucho !!!, que difícil completar el formulario de asignación familiar. poco claro. los espacios son increíblemente pequeños. me sorprende mucho !!!,No,Negativo
"@CajaLosAndes Hola buenas tardes también necesito comunicarme urgente con ustedes y teléfono no contestan nunca , menos redes sociales porfavor una solución?!!"," hola buenas tardes también necesito comunicarme urgente con ustedes y teléfono no contestan nunca , menos redes sociales porfavor una solución?!!",No,Muy negativo
@CajaLosAndes ya envié mis datos por favor contéstenme que no logro comunicarme con ustedes de ninguna forma, ya envié mis datos por favor contéstenme que no logro comunicarme con ustedes de ninguna forma,No,Muy negativo
@CajaLosAndes buenas tardes necesito que me den respuesta sobre mi licencia médica llevo meses esperando he enviado la documentación más de 4 veces me piden datos por Dm y no me responden el whatsapp de la semana pasada que está con problemas, buenas tardes necesito que me den respuesta sobre mi licencia médica llevo meses esperando he enviado la documentación más de 4 veces me piden datos por dm y no me responden el whatsapp de la semana pasada que está con problemas,No,Muy negativo
@CajaLosAndes buenas tardes yo pertenezco a caja Los Andes y tengo un nuevo empleador que tiene convenio con otra caja de compensación es obligación que yo me cambié o puedo continuar en esta caja, buenas tardes yo pertenezco a caja los andes y tengo un nuevo empleador que tiene convenio con otra caja de compensación es obligación que yo me cambié o puedo continuar en esta caja,No,Neutral
@CajaLosAndes no entiendo cuál es la idea de incentivar el uso de RRSS whatsapp desde el miércoles esperando ser atendido Call Center imposible ser atendido por esta vía días de espera para entregar una respuesta y pedir disculpas https://t.co/g64hQnTMc8, no entiendo cuál es la idea de incentivar el uso de rrss whatsapp desde el miércoles esperando ser atendido call center imposible ser atendido por esta vía días de espera para entregar una respuesta y pedir disculpas ,No,Muy negativo
"@CajaLosAndes Hola, me llegó el correo pero la respuesta no me soluciona el problema."," hola, me llegó el correo pero la respuesta no me soluciona el problema.",No,Negativo
@CajaLosAndes necesito ayuda urgente, necesito ayuda urgente,No,Positivo
@CajaLosAndes Hace mucho intento y dice que se acabaron 🥲, hace mucho intento y dice que se acabaron 🥲,No,Muy negativo
@CajaLosAndes Nunca supe del descuento por caja los andes podrian mandar correo dando informacion de los descuentos y beneficios q tienen los afiliados ya q uno aveces no sigue la pagina .. 🤦‍♀️, nunca supe del descuento por caja los andes podrian mandar correo dando informacion de los descuentos y beneficios q tienen los afiliados ya q uno aveces no sigue la pagina .. 🤦‍♀️,No,Muy negativo
"No puede ser que yo tenga más de un mes esperando por el pago de una licencia, no puedo creerlo @CajaLosAndes 🙃🥲","no puede ser que yo tenga más de un mes esperando por el pago de una licencia, no puedo creerlo  🙃🥲",No,Muy negativo
@CajaLosAndes Listo, listo,No,Positivo
"@CajaLosAndes los señores de Adt NO RESPETAN está promoción. Dos semanas nos tramitaron y finalmente se ""anuló"" el contrato!!!! https://t.co/xoG6gLAFjb"," los señores de adt no respetan está promoción. dos semanas nos tramitaron y finalmente se ""anuló"" el contrato!!!! ",No,Muy negativo
"Hola buenas tardes @CajaLosAndes por favor pueden responder el DM, estoy esperando respuesta sobre mi licencia médica. Estaré atenta Saludos!!","hola buenas tardes  por favor pueden responder el dm, estoy esperando respuesta sobre mi licencia médica. estaré atenta saludos!!",No,Neutral
"@CajaLosAndes Si saben que se llenan sus piscinas, como es posible que tengan solo una persona haciendo los ingresos! Viendo los pases y verificando los pagos, se forman filas eternas y de largas esperas #vamoscolocolo #VamosLaU"," si saben que se llenan sus piscinas, como es posible que tengan solo una persona haciendo los ingresos! viendo los pases y verificando los pagos, se forman filas eternas y de largas esperas #vamoscolocolo #vamoslau",No,Muy negativo
"Él gran negocio que regalo @sebastianpinera a las Cajas de compensación fue él manejo de licencias médicas  , hoy @CajaLosAndes ya me CAGO con más de 150 mil con puras malas excusas para no pagarlas !","él gran negocio que regalo  a las cajas de compensación fue él manejo de licencias médicas  , hoy  ya me cago con más de 150 mil con puras malas excusas para no pagarlas !",No,Muy positivo
"RT @MintrabChile: 👉 La ministra @jeannette_jara le entrega el #Sello40Horas a @CajaLosAndes, acreditando así que más del 80% de los trabaja…",  👉 la ministra  le entrega el #sello40horas a  acreditando así que más del 80% de los trabaja…,Si,Muy negativo
"@CajaLosAndes @cesar75730905 No pierda su tiempo esta caja junto a otras son unas basuras en atención a clientes,","  no pierda su tiempo esta caja junto a otras son unas basuras en atención a clientes,",No,Muy negativo
"@CajaLosAndes llevo semanas tratando de incorporar mi carga, envío mail y no dan respuesta clara y concreta! Necesito urgente que me orienten por favor"," llevo semanas tratando de incorporar mi carga, envío mail y no dan respuesta clara y concreta! necesito urgente que me orienten por favor",No,Muy negativo
"RT @MintrabChile: 👉 La ministra @jeannette_jara le entrega el #Sello40Horas a @CajaLosAndes, acreditando así que más del 80% de los trabaja…",  👉 la ministra  le entrega el #sello40horas a  acreditando así que más del 80% de los trabaja…,Si,Muy negativo
"@CajaLosAndes @CajaLosAndes yo aun espero el pago de mi licencia que tenia fecha de pago para el 18 de febrero y ustedes no me pagan aun por que según estoy en isapre, envié y presente presencial los papeles que avalan que no estoy en isapre y que ustedes son los únicos que pagan mis +","  yo aun espero el pago de mi licencia que tenia fecha de pago para el 18 de febrero y ustedes no me pagan aun por que según estoy en isapre, envié y presente presencial los papeles que avalan que no estoy en isapre y que ustedes son los únicos que pagan mis +",No,Muy negativo
"@CajaLosAndes Hola! Buen día, quisiera solicitar asistencia respecto a Betterfly, necesito solicitar un contacto de facturación."," hola! buen día, quisiera solicitar asistencia respecto a betterfly, necesito solicitar un contacto de facturación.",No,Neutral
@CajaLosAndes @gabrielboric @begoyarza @24HorasTVN @meganoticiascl @ministeriosalud @chilevision Amigos que me siguen necesito de su ayuda. Necesito que le den RT por favor. Son licencias de enero/2022 Hoy por mi mañana por ti Gracias y bendiciones https://t.co/MFTKSho5ON,       amigos que me siguen necesito de su ayuda. necesito que le den  por favor. son licencias de enero/2022 hoy por mi mañana por ti gracias y bendiciones ,No,Muy negativo
@CajaLosAndes 3 días llamando y esperando que respondan el chat y twitter. Van a hacer que una persona con movilidad reducida vaya a exponerse a una sucursal?, 3 días llamando y esperando que respondan el chat y twitter. van a hacer que una persona con movilidad reducida vaya a exponerse a una sucursal?,No,Muy negativo
@CajaLosAndes hace dias que quiero enviar unos documentos solicitados para un credito urgente y me dice que esta colapsado el wsp! No puedo ir presencial y no hay solución, hace dias que quiero enviar unos documentos solicitados para un credito urgente y me dice que esta colapsado el wsp! no puedo ir presencial y no hay solución,No,Muy negativo
"RT @evefenix80: @CajaLosAndes estoy a la espera de acreditación de carga para un recién nacido, llevo 5 días esperando ...Favor contactar a…","   estoy a la espera de acreditación de carga para un recién nacido, llevo 5 días esperando ...favor contactar a…",No,Muy positivo
"RT @Mabelinda: Les pido apoyo al proyecto de mi esposo 🙌🙏. Se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…","  les pido apoyo al proyecto de mi esposo 🙌🙏. se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…",No,Neutral
"@CajaLosAndes buenos días , porque no puedo entrar a la app para ver el estado de pago ?"," buenos días , porque no puedo entrar a la app para ver el estado de pago ?",No,Muy negativo
@CajaLosAndes @SERNAC @24HorasTVN @CNNChile @SUSESOChile  señores de la @CajaLosAndes esperando el pago de mi licencia no me dan ninguna respuesta el compin acepto el pago voy a la sucursal y no me dan ningúna respuesta 😡,      señores de la  esperando el pago de mi licencia no me dan ninguna respuesta el compin acepto el pago voy a la sucursal y no me dan ningúna respuesta 😡,No,Muy negativo
RT @mmkakito: Los que quemaron el #Metro fueron los mismos que quemaron  el edificio de la #cajalosandes y el #Sodimac de Carrera en #Conce…,  los que quemaron el #metro fueron los mismos que quemaron  el edificio de la #cajalosandes y el #sodimac de carrera en #conce…,No,Muy negativo
@SERNAC  buenos días ! Consulta en el 2013 me finiquitaron de empresa en la cual me descontaban todos los meses un crédito de @CajaLosAndes  en el finiquito me descontaron el saldo hoy en el 2022 de la nada me comienzan a descontar indicando que es un saldo !!!😡hoy por @Caja18 ?,  buenos días ! consulta en el 2013 me finiquitaron de empresa en la cual me descontaban todos los meses un crédito de   en el finiquito me descontaron el saldo hoy en el 2022 de la nada me comienzan a descontar indicando que es un saldo !!!😡hoy por  ?,No,Muy negativo
"@CajaLosAndes Hola! consulta... a través de que medio me puedo comunicar, para preguntar sobre la bonificación en telemedicina que realizan en red salud que no se concreto??
Quedo atenta https://t.co/zyHZ3QGmH4"," hola! consulta... a través de que medio me puedo comunicar, para preguntar sobre la bonificación en telemedicina que realizan en red salud que no se concreto?? quedo atenta ",No,Neutral
"RT @CampeonatoCL: 🔜⚽ Regresa el camino a la gloria... 

Vuelve la pasión...💪😍 

🔝 El #FemeninoCajaLosAndes está a la vuelta de la esquina.…",  🔜⚽ regresa el camino a la gloria...   vuelve la pasión...💪😍   🔝 el #femeninocajalosandes está a la vuelta de la esquina.…,No,Muy positivo
"@CajaLosAndes @J_rodriguezv No contestan por ningún lado, yo también necesito hacer una consulta hace varios días y no responden desde el call Center, ni WhatsApp y el correo que tienen de información rebota como que no recibe mensajes...","  no contestan por ningún lado, yo también necesito hacer una consulta hace varios días y no responden desde el call center, ni whatsapp y el correo que tienen de información rebota como que no recibe mensajes...",No,Muy negativo
"RT @Mabelinda: Les pido apoyo al proyecto de mi esposo 🙌🙏. Se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…","  les pido apoyo al proyecto de mi esposo 🙌🙏. se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…",No,Neutral
@CajaLosAndes  en sucursal están atendiendo por orden de llegada? O se debe agendar??,  en sucursal están atendiendo por orden de llegada? o se debe agendar??,No,Neutral
